# index, id, name, city, country, IATA/FAA, ICAO, latitude, longitude, altitude, timezone, DST, _pos
840,1835,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN,MMPN,19.396699905395508,-102.03900146484375,5258,-6.0,S,"array([6.18764799, 1.09425377])"
841,1836,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.680099487304688,-105.25399780273438,23,-6.0,S,"array([6.08730885, 1.11065999])"
842,1837,Puerto Escondido International Airport,Puerto Escondido,Mexico,PXM,MMPS,15.8769,-97.089103,294,-6.0,S,"array([6.09043388, 0.99437958])"
843,1838,Querétaro Intercontinental Airport,Queretaro,Mexico,QRO,MMQT,20.6173,-100.185997,6296,-6.0,S,"array([6.08789236, 1.04022841])"
844,1839,General Lucio Blanco International Airport,Reynosa,Mexico,REX,MMRX,26.0089,-98.2285,139,-6.0,S,"array([6.08956242, 1.01868653])"
845,1840,Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,MMSD,23.15180015563965,-109.72100067138672,374,-7.0,S,"array([6.08553501, 1.10543186])"
846,1842,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP,MMSP,22.254299163800003,-100.930999756,6035,-6.0,S,"array([6.10404982, 1.05376546])"
847,1845,Francisco Sarabia International Airport,Torreon,Mexico,TRC,MMTC,25.568300247199996,-103.411003113,3688,-6.0,S,"array([6.08419777, 1.05169993])"
848,1846,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ,MMTG,16.5636005402,-93.02249908450001,1499,-6.0,S,"array([6.09506848, 1.03393057])"
849,1847,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,MMTJ,32.541099548339844,-116.97000122070312,489,-8.0,S,"array([6.11039019, 1.0750119 ])"
850,1848,General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,MMTM,22.2964000702,-97.8658981323,80,-6.0,S,"array([6.07702102, 1.02890227])"
851,1850,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC,MMTO,19.3370990753,-99.56600189210002,8466,-6.0,S,"array([6.09201989, 1.06453199])"
852,1851,Tapachula International Airport,Tapachula,Mexico,TAP,MMTP,14.7943000793,-92.3700027466,97,-6.0,S,"array([6.07649081, 0.97339605])"
853,1852,Cancún International Airport,Cancun,Mexico,CUN,MMUN,21.036500930800003,-86.8770980835,22,-5.0,S,"array([6.04732663, 1.10015806])"
854,1853,Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA,MMVA,17.996999740600586,-92.81739807128906,46,-6.0,S,"array([6.0856298, 1.0320414])"
855,1854,General Heriberto Jara International Airport,Vera Cruz,Mexico,VER,MMVR,19.1459007263,-96.1873016357,90,-6.0,S,"array([6.08214356, 1.04402744])"
856,1855,General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL,MMZC,22.8971004486,-102.68699646,7141,-6.0,S,"array([6.11557292, 1.0583337 ])"
857,1856,Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH,MMZH,17.601600647,-101.460998535,26,-6.0,S,"array([6.12245769, 1.09057533])"
858,1858,Playa De Oro International Airport,Manzanillo,Mexico,ZLO,MMZO,19.144800186199998,-104.558998108,30,-6.0,S,"array([6.12462572, 1.08073388])"
859,1863,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,MNMG,12.141500473022461,-86.16819763183594,194,-6.0,U,"array([6.03583741, 1.04475493])"
860,1865,Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,MPBO,9.340849876403809,-82.25080108642578,10,-5.0,U,"array([6.02521081, 0.85372213])"
861,1866,Cap Manuel Niño International Airport,Changuinola,Panama,CHX,MPCH,9.458962,-82.515062,19,-5.0,U,"array([6.00078243, 0.73809594])"
862,1867,Enrique Malek International Airport,David,Panama,DAV,MPDA,8.390999794006348,-82.43499755859375,89,-5.0,U,"array([6.03763679, 0.86498177])"
863,1869,Marcos A. Gelabert International Airport,Panama,Panama,PAC,MPMG,8.973340034484863,-79.55560302734375,31,-5.0,U,"array([6.01092941, 0.75692293])"
864,1871,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.0713596344,-79.3834991455,135,-5.0,U,"array([6.01082968, 1.06372124])"
865,1879,Golfito Airport,Golfito,Costa Rica,GLF,MRGF,8.654009819030762,-83.18219757080078,49,-6.0,U,"array([6.08318611, 0.94320207])"
866,1881,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,MRLB,10.5933,-85.544403,270,-6.0,U,"array([6.05219709, 1.05787865])"
867,1884,Nosara Airport,Nosara Beach,Costa Rica,NOB,MRNS,9.976490020750001,-85.65299987790002,33,-6.0,U,"array([6.10371689, 0.88257868])"
868,1885,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,MROC,9.993860244750977,-84.20880126953125,3021,-6.0,U,"array([6.04997718, 1.02090128])"
869,1887,Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,MRPM,8.951029777526855,-83.46859741210938,49,-6.0,U,"array([6.06755608, 0.93816224])"
870,1889,Quepos Managua Airport,Quepos,Costa Rica,XQP,MRQP,9.443160057067871,-84.12979888916016,85,-6.0,U,"array([6.05474514, 0.94494082])"
871,1892,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,MSLP,13.4409,-89.055702,101,-6.0,U,"array([6.03452639, 1.08322476])"
872,1895,Cap Haitien International Airport,Cap Haitien,Haiti,CAP,MTCH,19.733,-72.194702,10,-5.0,U,"array([6.00760076, 0.98978259])"
873,1897,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,MTPP,18.579999923706055,-72.2925033569336,122,-5.0,U,"array([6.00374617, 1.06747716])"
874,1901,Jardines Del Rey Airport,Cunagua,Cuba,CCC,MUCC,22.461000442499998,-78.32839965820001,13,-5.0,U,"array([6.0003977 , 1.06029531])"
875,1903,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,MUCL,21.6165008545,-81.5459976196,10,-5.0,U,"array([5.95270937, 1.0504709 ])"
876,1904,Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,MUCM,21.420299530029297,-77.84750366210938,413,-5.0,U,"array([5.98313962, 1.03932946])"
877,1905,Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,MUCU,19.96980094909668,-75.83540344238281,249,-5.0,U,"array([5.97483803, 1.07741159])"
878,1908,Mariana Grajales Airport,Guantanamo,Cuba,GAO,MUGT,20.08530044555664,-75.1583023071289,56,-5.0,U,"array([5.93813573, 0.99778918])"
879,1909,José Martí International Airport,Havana,Cuba,HAV,MUHA,22.989200592041016,-82.40910339355469,210,-5.0,U,"array([5.99528457, 1.09344709])"
880,1910,Frank Pais International Airport,Holguin,Cuba,HOG,MUHG,20.785600662231445,-76.31510162353516,361,-5.0,U,"array([6.00887347, 1.11280273])"
881,1918,Abel Santamaria Airport,Santa Clara,Cuba,SNU,MUSC,22.49220085144043,-79.943603515625,338,-5.0,U,"array([6.00994499, 1.07278799])"
882,1923,Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,MUVR,23.034400939941406,-81.435302734375,210,-5.0,U,"array([6.0326831 , 1.13899366])"
883,1925,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,MWCB,19.687000274658203,-79.88279724121094,8,-5.0,N,"array([6.0209797 , 0.96888723])"
884,1926,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,MWCR,19.292800903299998,-81.3576965332,8,-5.0,N,"array([6.02995568, 1.05684621])"
885,1930,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,MYAM,26.5114,-77.083503,6,-5.0,U,"array([6.02123739, 1.05886171])"
886,1932,Spring Point Airport,Spring Point,Bahamas,AXP,MYAP,22.441799163800003,-73.97090148930002,11,-5.0,U,"array([6.10247212, 0.92469887])"
887,1934,Treasure Cay Airport,Treasure Cay,Bahamas,TCB,MYAT,26.745300293,-77.3912963867,8,-5.0,U,"array([6.05432003, 0.99317421])"
888,1937,South Bimini Airport,Alice Town,Bahamas,BIM,MYBS,25.6998996735,-79.2647018433,10,-5.0,U,"array([6.02741424, 0.99127666])"
889,1941,Exuma International Airport,Great Exuma,Bahamas,GGT,MYEF,23.5625991821,-75.8779983521,9,-5.0,U,"array([6.02529303, 1.03514676])"
890,1943,North Eleuthera Airport,North Eleuthera,Bahamas,ELH,MYEH,25.474899292,-76.6835021973,13,-5.0,U,"array([6.01972011, 1.03030425])"
891,1944,Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,MYEM,25.2847003937,-76.3310012817,26,-5.0,U,"array([6.04020292, 1.00651229])"
892,1946,Rock Sound Airport,Rock Sound,Bahamas,RSD,MYER,24.8950787333,-76.1768817902,10,-5.0,U,"array([6.07699153, 0.96005276])"
893,1948,Grand Bahama International Airport,Freeport,Bahamas,FPO,MYGF,26.5587005615,-78.695602417,7,-5.0,U,"array([6.02726537, 1.06552667])"
894,1949,Inagua Airport,Matthew Town,Bahamas,IGA,MYIG,20.975000381469727,-73.66690063476562,8,-5.0,U,"array([6.11242218, 0.93009395])"
895,1950,Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,MYLD,23.1790008545,-75.09359741210001,9,-5.0,U,"array([6.06240008, 0.9609683 ])"
896,1951,Stella Maris Airport,Stella Maris,Bahamas,SML,MYLS,23.582317,-75.268621,10,-5.0,U,"array([6.0858728 , 0.95480378])"
897,1952,Mayaguana Airport,Mayaguana,Bahamas,MYG,MYMM,22.379499,-73.013494,11,-5.0,U,"array([6.12975247, 0.92766949])"
898,1953,Lynden Pindling International Airport,Nassau,Bahamas,NAS,MYNN,25.0389995575,-77.46620178219999,16,-5.0,U,"array([6.05256648, 1.04321646])"
899,1956,San Salvador Airport,Cockburn Town,Bahamas,ZSA,MYSM,24.06329917907715,-74.52400207519531,24,-5.0,U,"array([6.03223258, 1.00229047])"
900,1957,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.539100646972656,-88.30819702148438,15,-6.0,U,"array([6.06326283, 1.03472523])"
901,1958,Aitutaki Airport,Aitutaki,Cook Islands,AIT,NCAI,-18.830900192260742,-159.76400756835938,14,-10.0,U,"array([6.3002522 , 1.15900652])"
902,1959,Rarotonga International Airport,Avarua,Cook Islands,RAR,NCRG,-21.2026996613,-159.805999756,19,-10.0,U,"array([6.23126505, 1.17440767])"
903,1960,Nadi International Airport,Nandi,Fiji,NAN,NFFN,-17.755399703979492,177.4429931640625,59,12.0,U,"array([6.20691984, 1.22504507])"
904,1961,Nausori International Airport,Nausori,Fiji,SUV,NFNA,-18.04330062866211,178.5590057373047,17,12.0,U,"array([6.30397077, 1.24123053])"
905,1963,Fua'amotu International Airport,Tongatapu,Tonga,TBU,NFTF,-21.241199493408203,-175.14999389648438,126,13.0,U,"array([6.23990457, 1.22581484])"
906,1965,Bonriki International Airport,Tarawa,Kiribati,TRW,NGTA,1.3816399574279785,173.14700317382812,9,12.0,U,"array([6.31329826, 1.20642921])"
907,1968,Hihifo Airport,Wallis,Wallis and Futuna,WLS,NLWW,-13.2383003235,-176.199005127,79,12.0,U,"array([6.30648209, 1.22360065])"
908,1969,Faleolo International Airport,Faleolo,Samoa,APW,NSFA,-13.829999923706055,-172.00799560546875,58,13.0,U,"array([6.20923966, 1.20902808])"
909,1970,Pago Pago International Airport,Pago Pago,American Samoa,PPG,NSTU,-14.3310003281,-170.710006714,32,-11.0,U,"array([6.25558623, 1.1475322 ])"
910,1971,Rurutu Airport,Rurutu,French Polynesia,RUR,NTAR,-22.434099197387695,-151.36099243164062,18,-10.0,U,"array([6.33456483, 1.144197  ])"
911,1972,Tubuai Airport,Tubuai,French Polynesia,TUB,NTAT,-23.365400314331055,-149.5240020751953,7,-10.0,U,"array([6.33207897, 1.15812192])"
912,1975,Tikehau Airport,Tikehau,French Polynesia,TIH,NTGC,-15.119600296020508,-148.2310028076172,6,-10.0,U,"array([6.34516395, 1.11795067])"
913,1977,Fakarava Airport,Fakarava,French Polynesia,FAV,NTGF,-16.054100036621094,-145.65699768066406,13,-10.0,U,"array([6.3158243 , 1.13289451])"
914,1978,Manihi Airport,Manihi,French Polynesia,XMH,NTGI,-14.436800003051758,-146.07000732421875,14,-10.0,U,"array([6.34267434, 1.13062455])"
915,1979,Totegegie Airport,Totegegie,French Polynesia,GMR,NTGJ,-23.07990074157715,-134.88999938964844,7,-9.0,U,"array([6.37614552, 1.17520844])"
916,1980,Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,NTGK,-15.663299560546875,-146.88499450683594,11,-10.0,U,"array([6.37876446, 1.11707759])"
917,1981,Makemo Airport,Makemo,French Polynesia,MKP,NTGM,-16.583900451660156,-143.6580047607422,3,-10.0,U,"array([6.38648532, 1.13622252])"
918,1983,Takapoto Airport,Takapoto,French Polynesia,TKP,NTGT,-14.709500312805176,-145.24600219726562,12,-10.0,U,"array([6.44992675, 1.16492442])"
919,1984,Arutua Airport,Arutua,French Polynesia,AXR,NTGU,-15.248299598693848,-146.61700439453125,9,-10.0,U,"array([6.36752701, 1.10408969])"
920,1985,Mataiva Airport,Mataiva,French Polynesia,MVT,NTGV,-14.8681001663208,-148.7169952392578,11,-10.0,U,"array([6.32133202, 1.1460188 ])"
921,1986,Takaroa Airport,Takaroa,French Polynesia,TKX,NTKR,-14.45580005645752,-145.02499389648438,13,-10.0,U,"array([6.36676285, 1.16059289])"
922,1987,Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,NTMD,-8.795599937438965,-140.22900390625,220,-9.5,U,"array([6.36787512, 1.13204727])"
923,1989,Bora Bora Airport,Bora Bora,French Polynesia,BOB,NTTB,-16.444400787353516,-151.75100708007812,10,-10.0,U,"array([6.33714957, 1.10611768])"
924,1990,Rangiroa Airport,Rangiroa,French Polynesia,RGI,NTTG,-14.954299926757812,-147.66099548339844,10,-10.0,U,"array([6.32939531, 1.12953089])"
925,1991,Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,NTTH,-16.68720054626465,-151.02200317382812,7,-10.0,U,"array([6.31609332, 1.10406376])"
926,1992,Moorea Airport,Moorea,French Polynesia,MOZ,NTTM,-17.49,-149.761993,9,-10.0,U,"array([6.31651629, 1.11845205])"
927,1993,Hao Airport,Hao Island,French Polynesia,HOI,NTTO,-18.074800491333008,-140.9459991455078,10,-10.0,U,"array([6.38530859, 1.15655144])"
928,1994,Maupiti Airport,Maupiti,French Polynesia,MAU,NTTP,-16.42650032043457,-152.24400329589844,15,-10.0,U,"array([6.32764991, 1.09641819])"
929,1995,Raiatea Airport,Raiatea Island,French Polynesia,RFP,NTTR,-16.7229,-151.466003,3,-10.0,U,"array([6.32861148, 1.11503908])"
930,1997,Bauerfield International Airport,Port-vila,Vanuatu,VLI,NVVV,-17.699300765991,168.32000732422,70,11.0,U,"array([6.29007287, 1.28489824])"
931,1998,Koné Airport,Kone,New Caledonia,KNQ,NWWD,-21.05430030822754,164.83700561523438,23,11.0,U,"array([4.73992291, 2.06601034])"
932,1999,Koumac Airport,Koumac,New Caledonia,KOC,NWWK,-20.546300888061523,164.25599670410156,42,11.0,U,"array([4.7508178 , 2.03551196])"
933,2000,Lifou Airport,Lifou,New Caledonia,LIF,NWWL,-20.774799346923828,167.24000549316406,92,11.0,U,"array([4.69841246, 2.05944011])"
934,2001,Nouméa Magenta Airport,Noumea,New Caledonia,GEA,NWWM,-22.25830078125,166.47300720214844,10,11.0,U,"array([4.72176643, 2.03867386])"
935,2002,Maré Airport,Mare,New Caledonia,MEE,NWWR,-21.481700897216797,168.03799438476562,141,11.0,U,"array([4.69536319, 2.01678183])"
936,2003,Touho Airport,Touho,New Caledonia,TOU,NWWU,-20.790000915527344,165.25900268554688,10,11.0,U,"array([4.74197598, 2.01085864])"
937,2004,Ouvéa Airport,Ouvea,New Caledonia,UVE,NWWV,-20.640600204467773,166.572998046875,23,11.0,U,"array([4.7150514, 2.0713356])"
938,2005,La Tontouta International Airport,Noumea,New Caledonia,NOU,NWWW,-22.01460075378418,166.21299743652344,52,11.0,U,"array([6.20749436, 1.23355907])"
939,2006,Auckland International Airport,Auckland,New Zealand,AKL,NZAA,-37.008098602299995,174.792007446,23,12.0,Z,"array([6.17190177, 1.21622033])"
940,2007,Taupo Airport,Taupo,New Zealand,TUO,NZAP,-38.73970031738281,176.08399963378906,1335,12.0,Z,"array([6.28092161, 1.22319889])"
941,2009,Christchurch International Airport,Christchurch,New Zealand,CHC,NZCH,-43.48939895629883,172.53199768066406,123,12.0,Z,"array([6.20119302, 1.24704725])"
942,2011,Dunedin Airport,Dunedin,New Zealand,DUD,NZDN,-45.9281005859375,170.197998046875,4,12.0,Z,"array([6.23670646, 1.23626075])"
943,2012,Gisborne Airport,Gisborne,New Zealand,GIS,NZGS,-38.663299560546875,177.97799682617188,15,12.0,Z,"array([6.28109884, 1.23485568])"
944,2014,Hokitika Airfield,Hokitika,New Zealand,HKK,NZHK,-42.713600158691406,170.98500061035156,146,12.0,Z,"array([6.3100719 , 1.28392642])"
945,2015,Hamilton International Airport,Hamilton,New Zealand,HLZ,NZHN,-37.8666992188,175.332000732,172,12.0,Z,"array([6.25540472, 1.22301026])"
946,2017,Kerikeri Airport,Kerikeri,New Zealand,KKE,NZKK,-35.26279830932617,173.91200256347656,492,12.0,Z,"array([6.27907296, 1.18741664])"
947,2018,Kaitaia Airport,Kaitaia,New Zealand,KAT,NZKT,-35.06999969482422,173.28500366210938,270,12.0,Z,"array([6.28487871, 1.20023074])"
948,2023,New Plymouth Airport,New Plymouth,New Zealand,NPL,NZNP,-39.00859832763672,174.1790008544922,97,12.0,Z,"array([6.2613629 , 1.25009727])"
949,2024,Nelson Airport,Nelson,New Zealand,NSN,NZNS,-41.298301696777344,173.2209930419922,17,12.0,Z,"array([6.25216281, 1.2433935 ])"
950,2025,Invercargill Airport,Invercargill,New Zealand,IVC,NZNV,-46.41239929199219,168.31300354003906,5,12.0,Z,"array([6.29469408, 1.25725999])"
951,2028,Palmerston North Airport,Palmerston North,New Zealand,PMR,NZPM,-40.32059860229492,175.61700439453125,151,12.0,Z,"array([6.26547366, 1.22955881])"
952,2029,Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,NZPP,-40.904701232910156,174.98899841308594,22,12.0,Z,"array([6.27004062, 1.21927826])"
953,2030,Queenstown International Airport,Queenstown International,New Zealand,ZQN,NZQN,-45.0210990906,168.738998413,1171,12.0,Z,"array([6.20716392, 1.24194549])"
954,2031,Rotorua Regional Airport,Rotorua,New Zealand,ROT,NZRO,-38.10919952392578,176.31700134277344,935,12.0,Z,"array([6.26122681, 1.23801852])"
955,2034,Tauranga Airport,Tauranga,New Zealand,TRG,NZTG,-37.67190170288086,176.1959991455078,13,12.0,Z,"array([6.2601179 , 1.21373285])"
956,2035,Timaru Airport,Timaru,New Zealand,TIU,NZTU,-44.302799224853516,171.22500610351562,89,12.0,Z,"array([6.32733943, 1.27518356])"
957,2037,Woodbourne Airport,Woodbourne,New Zealand,BHE,NZWB,-41.5182991027832,173.8699951171875,109,12.0,Z,"array([6.25216766, 1.23182517])"
958,2041,Whakatane Airport,Whakatane,New Zealand,WHK,NZWK,-37.92060089111328,176.91400146484375,20,12.0,Z,"array([6.29076416, 1.21428226])"
959,2042,Wellington International Airport,Wellington,New Zealand,WLG,NZWN,-41.3272018433,174.804992676,41,12.0,Z,"array([6.22251365, 1.24379437])"
960,2045,Whangarei Airport,Whangarei,New Zealand,WRE,NZWR,-35.7682991027832,174.36500549316406,133,12.0,Z,"array([6.27368065, 1.20777783])"
961,2046,Westport Airport,Westport,New Zealand,WSZ,NZWS,-41.73809814453125,171.58099365234375,13,12.0,Z,"array([6.33426711, 1.26002399])"
962,2047,Wanganui Airport,Wanganui,New Zealand,WAG,NZWU,-39.96220016479492,175.02499389648438,27,12.0,Z,"array([6.29220509, 1.18971207])"
963,2048,Herat Airport,Herat,Afghanistan,HEA,OAHR,34.209999084472656,62.22829818725586,3206,4.5,U,"array([6.00384042, 1.31983198])"
964,2050,Hamid Karzai International Airport,Kabul,Afghanistan,KBL,OAKB,34.565899,69.212303,5877,4.5,U,"array([5.99927119, 1.27584252])"
965,2051,Kandahar Airport,Kandahar,Afghanistan,KDH,OAKN,31.505800247192383,65.8478012084961,3337,4.5,U,"array([5.99571842, 1.31870497])"
966,2053,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.70690155029297,67.20970153808594,1284,4.5,U,"array([5.9736047 , 1.30784819])"
967,2057,Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079963684082,50.63359832763672,6,3.0,U,"array([6.01845334, 1.2388803 ])"
968,2059,Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.240400314299997,42.65660095210001,6858,3.0,U,"array([6.01527039, 1.2618686 ])"
969,2060,Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,25.28529930114746,49.485198974609375,588,3.0,U,"array([5.99332091, 1.3291163 ])"
970,2061,Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.2961006165,41.6343002319,5486,3.0,U,"array([6.00131017, 1.32746548])"
971,2062,Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,19.984399795532227,42.62089920043945,3887,3.0,U,"array([6.04855008, 1.22888078])"
972,2064,King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.471200942993164,49.79790115356445,72,3.0,U,"array([6.01844456, 1.25300263])"
973,2066,Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,16.901100158691406,42.58580017089844,20,3.0,U,"array([6.00067301, 1.2960314 ])"
974,2067,Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,26.302799224853516,43.77439880371094,2126,3.0,U,"array([6.02208969, 1.24481421])"
975,2068,Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412413,37.278898,1672,3.0,U,"array([5.98523286, 1.34595344])"
976,2069,Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,27.437901,41.686298,3331,3.0,U,"array([6.04580673, 1.28065137])"
977,2072,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48,3.0,U,"array([6.00518479, 1.24768442])"
978,2074,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.5534,39.705101,2151,3.0,U,"array([5.99027783, 1.26447259])"
979,2075,Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,17.611400604248047,44.4192008972168,3982,3.0,U,"array([6.01053116, 1.32683222])"
980,2076,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335199,46.125099,1174,3.0,U,"array([5.9880536 , 1.33758492])"
981,2081,Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,OERF,29.626399993896484,43.4906005859375,1474,3.0,U,"array([5.99669464, 1.38150785])"
982,2082,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.957599639892578,46.69879913330078,2049,3.0,U,"array([6.01287475, 1.24969734])"
983,2084,Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,30.906600952148438,41.13819885253906,1813,3.0,U,"array([5.99670287, 1.3373697 ])"
984,2086,Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.466899871826172,47.12139892578125,2363,3.0,U,"array([5.99410137, 1.34543294])"
985,2089,Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.3654,36.6189,2551,3.0,U,"array([6.02750161, 1.25151175])"
986,2090,Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442,4848,3.0,U,"array([6.02903594, 1.24033701])"
987,2093,Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,31.692188,38.731544,2803,3.0,U,"array([5.97861066, 1.37480479])"
988,2095,Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,26.19860076904297,36.47639846801758,66,3.0,U,"array([5.9489755 , 1.37226046])"
989,2096,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,24.144199,38.0634,26,3.0,U,"array([6.02409154, 1.23342546])"
990,2097,Abadan Airport,Abadan,Iran,ABD,OIAA,30.371099472,48.2282981873,10,3.5,E,"array([5.93661174, 1.39610157])"
991,2103,Mahshahr Airport,Bandar Mahshahr,Iran,MRX,OIAM,30.55620002746582,49.15190124511719,8,3.5,E,"array([5.91161711, 1.43690095])"
992,2104,Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.337400436399996,48.7620010376,66,3.5,E,"array([5.96952723, 1.33528144])"
993,2106,Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.9447994232,50.8345985413,68,3.5,E,"array([5.97383953, 1.36139974])"
994,2109,Kish International Airport,Kish Island,Iran,KIH,OIBK,26.5261993408,53.980201721200004,101,3.5,E,"array([5.98161742, 1.329846  ])"
995,2110,Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.531999588,54.824798584,67,3.5,E,"array([5.96580025, 1.35001652])"
996,2114,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.3459014893,47.1581001282,4307,3.5,E,"array([5.94155591, 1.35122904])"
997,2117,Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.24589920043945,47.00920104980469,4522,3.5,E,"array([5.92480107, 1.49806826])"
998,2121,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,OIFM,32.75080108642578,51.86130142211914,5059,3.5,E,"array([5.9615118 , 1.33558239])"
999,2123,Sardar-e-Jangal Airport,Rasht,Iran,RAS,OIGG,37.323333,49.617778,-40,3.5,E,"array([5.96555375, 1.36765713])"
1000,2131,Mehrabad International Airport,Teheran,Iran,THR,OIII,35.68920135498047,51.31340026855469,3962,3.5,E,"array([5.94912242, 1.3871526 ])"
1001,2134,Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.218299865722656,56.37779998779297,22,3.5,E,"array([5.97857389, 1.33851364])"
1002,2136,Kerman Airport,Kerman,Iran,KER,OIKK,30.274400711099997,56.9510993958,5741,3.5,E,"array([5.93437367, 1.40870448])"
1003,2142,Birjand Airport,Birjand,Iran,XBJ,OIMB,32.898101806640625,59.2661018371582,4952,3.5,E,"array([5.91924665, 1.42628468])"
1004,2151,Ramsar Airport,Ramsar,Iran,RZR,OINR,36.9099006652832,50.67959976196289,-70,3.5,E,"array([5.94413704, 1.43874386])"
1005,2157,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.539199829101562,52.58980178833008,4920,3.5,E,"array([5.97692674, 1.31927166])"
1006,2162,Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.1338996887207,46.23500061035156,4459,3.5,E,"array([5.96985715, 1.31959086])"
1007,2164,Shahid Sadooghi Airport,Yazd,Iran,AZD,OIYY,31.9048995972,54.2765007019,4054,3.5,E,"array([5.95568641, 1.36389992])"
1008,2165,Zabol Airport,Zabol,Iran,ACZ,OIZB,31.09830093383789,61.54389953613281,1628,3.5,E,"array([5.95094628, 1.45406751])"
1009,2166,Konarak Airport,Chah Bahar,Iran,ZBR,OIZC,25.443300247199996,60.3820991516,43,3.5,E,"array([5.98098763, 1.35779296])"
1010,2167,Zahedan International Airport,Zahedan,Iran,ZAH,OIZH,29.47570037841797,60.90620040893555,4564,3.5,E,"array([5.96378305, 1.35798923])"
1011,2170,Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.7226009369,35.9931983948,2395,2.0,E,"array([6.00139935, 1.20323947])"
1012,2172,Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.611600875854492,35.01810073852539,175,2.0,E,"array([5.93934873, 1.28006055])"
